collected_at_utc,expert,query,video_rank,title,url,video_id,caption_status,caption_language,caption_name,transcript_word_count,transcript_excerpt_24_words
2026-05-19T10:29:25+00:00,Bill Stathopoulos,Bill Stathopoulos SalesCaptain cold email outbound,3,"Bill Stathopoulos: How AI, Email Warmup \u0026 Experimentation Are Changing Cold Email",https://www.youtube.com/watch?v=dTZ87UJ1y1c,dTZ87UJ1y1c,caption_found_youtube_transcript_api,en,youtube-transcript-api,3902,"Folks, it is such a pleasure to be joined by Bill Stethopoulos, co-founder and CEO of Sales Captain, a B2B marketing and GTM firm."
2026-05-19T10:29:25+00:00,Bill Stathopoulos,Bill Stathopoulos SalesCaptain cold email outbound,4,10 Years of Expert Cold Email Advice in 36 Minutes (B2B Sales),https://www.youtube.com/watch?v=XLsAAnNaFOc,XLsAAnNaFOc,caption_found_youtube_transcript_api,en,youtube-transcript-api,7969,back at it Connor back at it excited to be here we're going to do a super deep dive into cold emailing we have
2026-05-19T10:29:25+00:00,Jack Reamer,Jack Reamer SalesBread cold outreach LinkedIn email,1,Cold Email Outreach by Jack Reamer,https://www.youtube.com/watch?v=rXTd1DFoYGI,rXTd1DFoYGI,no_caption_tracks,,,,
2026-05-19T10:29:25+00:00,Jack Reamer,Jack Reamer SalesBread cold outreach LinkedIn email,2,📈 copywriting with salesbread founder jack reamer,https://www.youtube.com/watch?v=9_Isu6MNlio,9_Isu6MNlio,caption_found_youtube_transcript_api,en,youtube-transcript-api,4826,welcome to another sales wisdom podcast we have Jack reamer with us he's a Founder podcast podcast host and a B2B Matchmaker his company
2026-05-19T10:29:25+00:00,Jack Reamer,Jack Reamer SalesBread cold outreach LinkedIn email,3,Cold Outreach That Actually Books Meetings | Modern Email + LinkedIn Strategy,https://www.youtube.com/watch?v=vhl5fWFUgf0,vhl5fWFUgf0,caption_found_youtube_transcript_api,en,youtube-transcript-api,9547,"What is up, beautiful people? My name is Will Akin. I'm your host today of the Daily Sales Show, Buy by Sell Better. Thank"
2026-05-19T10:29:25+00:00,Jack Reamer,Jack Reamer SalesBread cold outreach LinkedIn email,4,The Best LinkedIn Cold Outreach Strategy For Agencies (2026),https://www.youtube.com/watch?v=k3fCuTaBCcw,k3fCuTaBCcw,caption_found_youtube_transcript_api,en,youtube-transcript-api,5074,"I'm able to book 10 to 20 calls per month from my LinkedIn despite having a small following. Now, this video is going to"
2026-05-19T10:29:25+00:00,Becc Holland,Becc Holland Flip the Script cold email outbound,1,How to Craft an Outbound Strategy Leading with Unknown Problems - Becc Holland from Flip the Script,https://www.youtube.com/watch?v=PltwHHbWMVo,PltwHHbWMVo,caption_found_youtube_transcript_api,en,youtube-transcript-api,2554,okay we are here with Beck Holland and we're going to be talking about how to craft an outbound strategy leading with the unknown
2026-05-19T10:29:25+00:00,Becc Holland,Becc Holland Flip the Script cold email outbound,2,15 Cold Email Patterns to Break to Get Replies,https://www.youtube.com/watch?v=2yrkpp_uH2M,2yrkpp_uH2M,caption_fetch_failed,en,English (auto-generated),0,
2026-05-19T10:29:25+00:00,Becc Holland,Becc Holland Flip the Script cold email outbound,3,Here’s How to Get Your Cold Emails to Stand Out!,https://www.youtube.com/watch?v=xvgEXRZ7NRs,xvgEXRZ7NRs,caption_fetch_failed,en,English (auto-generated),0,
2026-05-19T10:29:25+00:00,Becc Holland,Becc Holland Flip the Script cold email outbound,4,Flip The Script: Emails (ft. Becc Holland),https://www.youtube.com/watch?v=VeiQFhr-1Oc,VeiQFhr-1Oc,caption_fetch_failed,en,English (auto-generated),0,
2026-05-19T10:29:25+00:00,Tito Bohrt,Tito Bohrt AltiSales outbound sales,1,The Three Pillars of Outbound Success: Tito Bohrt's Secrets,https://www.youtube.com/watch?v=yVyd07vdZ8c,yVyd07vdZ8c,caption_fetch_failed,en,English (auto-generated),0,
2026-05-19T10:29:25+00:00,Tito Bohrt,Tito Bohrt AltiSales outbound sales,2,The Psychology of Outbound: Tito Bohrt on Where AI Fails in Modern Sales Development,https://www.youtube.com/watch?v=Zxlk5s13ZX0,Zxlk5s13ZX0,caption_fetch_failed,en,English (auto-generated),0,
2026-05-19T10:29:25+00:00,Tito Bohrt,Tito Bohrt AltiSales outbound sales,3,How to Run Discovery Calls - Outbound Sales Mastery,https://www.youtube.com/watch?v=0jSdFJDFbxQ,0jSdFJDFbxQ,caption_fetch_failed,en,English (auto-generated),0,
2026-05-19T10:29:25+00:00,Tito Bohrt,Tito Bohrt AltiSales outbound sales,4,"2018: Plato - A/B tested AltiSales, Proactivity, Feels like an interim VP of Sales (startup)",https://www.youtube.com/watch?v=8DQ6oLXp9RA,8DQ6oLXp9RA,caption_fetch_failed,en,English (auto-generated),0,
2026-05-19T10:29:25+00:00,Guillaume Moubeche,Guillaume Moubeche lemlist cold email,1,Launch Your Business with ONE Cold Email,https://www.youtube.com/watch?v=XNcCkLdqjoc,XNcCkLdqjoc,caption_fetch_failed,en,English (auto-generated),0,
2026-05-19T10:29:25+00:00,Guillaume Moubeche,Guillaume Moubeche lemlist cold email,2,Guillaume Moubeche. Lemlist. How we grew from 0 to $250K ARR in 1 year without investments. SN 2019,https://www.youtube.com/watch?v=1ceYB2XXbDk,1ceYB2XXbDk,caption_fetch_failed,en,English (auto-generated),0,
2026-05-19T10:29:25+00:00,Guillaume Moubeche,Guillaume Moubeche lemlist cold email,3,Guillaume Moubeche @ lemlist - l'art du cold mailing,https://www.youtube.com/watch?v=Sf6nOjQS0fk,Sf6nOjQS0fk,no_caption_tracks,,,,
2026-05-19T10:29:25+00:00,Guillaume Moubeche,Guillaume Moubeche lemlist cold email,4,Losing our biggest customer  | lemroad #5,https://www.youtube.com/watch?v=IdJFUDNddv4,IdJFUDNddv4,caption_fetch_failed,en,English (auto-generated),0,
2026-05-19T10:29:25+00:00,Michael Maximoff,Michael Maximoff Belkins cold outreach,1,Cold Outreach Is Broken — Here’s How to Fix It with Michael Maximoff (Belkins),https://www.youtube.com/watch?v=4MIBWWzGEKw,4MIBWWzGEKw,caption_fetch_failed,en,English (auto-generated),0,
2026-05-19T10:29:25+00:00,Michael Maximoff,Michael Maximoff Belkins cold outreach,2,10 Creative Cold Outreach Strategies in 20 Minutes,https://www.youtube.com/watch?v=bzTjF7Dhu-I,bzTjF7Dhu-I,caption_fetch_failed,en,English,0,
2026-05-19T10:29:25+00:00,Michael Maximoff,Michael Maximoff Belkins cold outreach,3,Cold Outreach That Actually Books Meetings | Modern Email + LinkedIn Strategy,https://www.youtube.com/watch?v=vhl5fWFUgf0,vhl5fWFUgf0,caption_fetch_failed,en,English (auto-generated),0,
2026-05-19T10:29:25+00:00,Michael Maximoff,Michael Maximoff Belkins cold outreach,4,Crafting Cold Email Playbooks That Drive Success with Michael Maximoff - Ep 17,https://www.youtube.com/watch?v=EdfXK1Phge8,EdfXK1Phge8,caption_fetch_failed,en,English (auto-generated),0,
